"b1_4"     "a1"     "c1"     "b2_4"     "a2"     "c2"     "b3"     "a3"     "c3"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_11"     "k2_11"     "k3_11"     "ktype1_11"     "ktype2_11"     "ktype3_11"
-5.95188     14.4095     1.67042     -1.75898     133.538     1.71647     8.55765     84.6565     1.66126     88.7073     0.00338281     -2114.09     -3.64003     -1.35521     8.55765     0     3     0
-7.82035     14.9224     1.67633     -1.73471     133.858     1.71528     8.45885     93.4745     1.65228     92.9472     0.00338281     -2117.72     -3.71063     -1.31142     8.45885     0     3     0
-6.29532     13.3795     1.62962     -1.78528     133.342     1.71493     8.23575     93.0314     1.65384     90.6176     0.00127703     -2120.3     -3.78961     -1.47984     8.23575     0     3     0
-5.34477     12.1765     1.6766     -1.76049     133.465     1.71627     8.00605     83.3513     1.66633     98.3648     0.00345064     -2120.27     -3.54301     -1.56892     8.00605     0     3     0
-8.46601     14.1636     1.66728     -1.73058     132.899     1.71918     8.26754     56.3295     1.65011     92.1147     0.00456903     -2117.99     -3.83803     -1.33759     8.26754     0     3     0
-8.46601     13.7402     1.64882     -1.80694     132.779     1.71667     8.28899     47.4923     1.66822     90.9316     0.00180803     -2119.42     -3.54039     -1.45969     8.28899     0     3     0
-7.97473     14.1299     1.66026     -1.728     132.44     1.71886     8.13985     41.106     1.66027     96.5058     0.00151635     -2116.27     -4.28887     -1.10832     8.13985     0     3     0
-6.53628     18.4145     1.63402     -1.728     131.879     1.72133     8.52714     102.387     1.68902     89.9126     0.00151635     -2121.14     -4.31102     -0.905405     8.52714     0     3     0
-5.95793     19.6271     1.6478     -1.82479     131.879     1.71723     8.44883     74.9639     1.66467     115.63     0.00386409     -2126.18     -3.6525     -1.423     8.44883     0     3     0
-7.92217     18.8241     1.6439     -1.72233     131.254     1.71678     8.30207     67.1515     1.66467     89.2544     0.00138403     -2116.13     -4.50208     -0.866606     8.30207     0     3     0
-7.58883     18.4891     1.67836     -1.77437     131.345     1.71462     8.17185     114.59     1.64637     106.776     0.00351703     -2126.12     -3.65994     -1.26596     8.17185     0     3     0
-5.69128     17.6563     1.67395     -1.75117     130.954     1.71904     8.51236     83.7207     1.6976     92.5448     0.0028764     -2116.61     -4.01903     -1.28894     8.51236     0     3     0
-6.59785     14.2572     1.67037     -1.75352     131.747     1.71904     8.26906     71.1037     1.64458     90.3915     0.000534774     -2125.94     -3.43899     -1.37167     8.26906     0     3     0
-7.25832     17.1848     1.66569     -1.77726     131.747     1.71996     8.14272     71.1037     1.65781     95.7032     0.00113247     -2114.38     -3.95918     -1.18932     8.14272     0     3     0
-4.96687     19.3377     1.66569     -1.88312     131.388     1.71595     8.0498     70.6415     1.67969     89.379     3.85981e-05     -2119.74     -4.30691     -0.897452     8.0498     0     3     0
-4.96687     20.0904     1.63404     -1.84449     131.954     1.71511     8.01498     70.4189     1.64542     94.8588     0.00254997     -2115.89     -3.90172     -1.09433     8.01498     0     3     0
-6.68453     14.7618     1.65869     -1.80727     131.954     1.71151     8.45499     78.7282     1.66056     102.618     0.00254997     -2114.72     -3.38162     -1.46395     8.45499     0     3     0
-8.4787     14.5573     1.67887     -1.78893     131.2     1.71596     8.19788     85.3106     1.66056     111.346     0.00408309     -2118.66     -4.20878     -1.18263     8.19788     0     3     0
-5.73812     15.892     1.66882     -1.85025     131.789     1.71348     8.07951     79.0566     1.67586     97.9496     0.00341531     -2118.53     -4.29577     -1.10207     8.07951     0     3     0
-7.21756     15.1623     1.67693     -1.86253     131.636     1.71516     8.4209     88.1751     1.67338     96.1327     0.00507872     -2117.26     -3.53798     -1.54018     8.4209     0     3     0
-6.4779     13.8136     1.68111     -1.78591     131.166     1.71481     8.36818     99.7135     1.66848     98.035     0.000308049     -2112.85     -3.78568     -1.47615     8.36818     0     3     0
-6.42876     10.4852     1.68956     -1.78591     132.858     1.71521     8.51334     101.657     1.64967     84.3906     0.00285407     -2114.72     -3.7146     -1.4547     8.51334     0     3     0
-8.56962     12.4328     1.68491     -1.77227     132.858     1.71521     8.68333     51.7931     1.68128     90.5803     0.00153609     -2117.88     -3.80029     -1.52499     8.68333     0     3     0
-7.68011     17.508     1.61805     -1.84252     132.858     1.71908     8.04317     67.2208     1.67503     91.9753     0.00213144     -2119.73     -4.13585     -1.16558     8.04317     0     3     0
-5.90117     16.0975     1.61805     -1.82759     131.704     1.71685     8.02525     67.2208     1.65966     103.845     0.00288731     -2118.68     -3.47437     -1.45166     8.02525     0     3     0
-5.59621     14.5047     1.65621     -1.84769     131.456     1.71725     8.02525     68.7271     1.65796     101.005     0.00288731     -2113.18     -3.52511     -1.42103     8.02525     0     3     0
-7.75239     13.919     1.67403     -1.77995     131.042     1.71869     8.30759     103.807     1.65793     95.7599     0.00406525     -2114.95     -3.77745     -1.45221     8.30759     0     3     0
-8.56652     12.0248     1.64788     -1.83675     132.008     1.71869     8.38962     72.635     1.6662     94.5459     0.00354157     -2117.34     -4.54602     -1.26271     8.38962     0     3     0
-5.23739     9.87639     1.65435     -1.78665     132.555     1.71988     8.43679     82.387     1.66263     91.2644     0.0026469     -2115.26     -3.7114     -1.49175     8.43679     0     3     0
-8.35659     12.1991     1.66433     -1.86398     132.782     1.71712     8.66674     73.5705     1.69018     101.264     0.00101737     -2119.38     -3.72391     -1.5551     8.66674     0     3     0
-4.67353     11.9098     1.64533     -1.80194     132.555     1.71737     8.49154     91.3977     1.64491     93.4117     0.00296396     -2113.29     -3.54796     -1.6006     8.49154     0     3     0
-5.91863     12.8978     1.67658     -1.77196     132.728     1.71517     8.37056     83.1826     1.68037     88.9343     0.00270405     -2123.52     -2.94109     -1.69485     8.37056     0     3     0
-5.89868     12.2955     1.66356     -1.85612     131.234     1.7167     8.40644     106.699     1.63803     92.8688     0.00167745     -2115.13     -3.76502     -1.43041     8.40644     0     3     0
-5.5853     10.2844     1.68309     -1.86527     131.623     1.71449     8.28431     75.0123     1.66775     112.261     0.00167745     -2123.02     -3.66904     -1.6233     8.28431     0     3     0
-4.87615     11.5572     1.67727     -1.89893     131.262     1.71449     8.18083     99.3033     1.66775     94.8321     0.00387594     -2113.68     -3.78815     -1.57749     8.18083     0     3     0
-6.10193     16.3306     1.68838     -1.89646     130.579     1.7148     7.80827     52.9474     1.67401     112.57     0.00155408     -2114.61     -4.02919     -1.28535     7.80827     0     3     0
-5.9073     13.2293     1.69986     -1.83817     130.607     1.71459     7.70608     88.6182     1.67709     101.159     0.00115251     -2118.4     -4.02919     -1.4043     7.70608     0     3     0
-6.20075     13.4975     1.65494     -1.81223     130.778     1.71518     7.89018     91.4863     1.66253     101.847     0.00115251     -2113.73     -3.13256     -1.64312     7.89018     0     3     0
-5.49231     14.8101     1.65485     -1.87805     130.917     1.72072     8.47828     65.6862     1.6696     111.184     0.000490298     -2117.33     -3.56677     -1.51898     8.47828     0     3     0
-6.72966     9.3866     1.66163     -1.84384     130.953     1.7184     8.42253     47.0846     1.67335     111.77     0.00250538     -2128.06     -3.16405     -1.96275     8.42253     0     3     0
-5.94733     10.5866     1.66871     -1.79334     130.552     1.71938     8.29751     105.892     1.69844     101.267     0.00217966     -2118.77     -3.08551     -1.66082     8.29751     0     3     0
-7.67571     16.4898     1.69676     -1.79334     130.031     1.7159     8.09001     82.7379     1.66112     95.5283     0.00426023     -2117.09     -3.86152     -1.43005     8.09001     0     3     0
-5.9566     14.1245     1.6357     -1.79334     129.202     1.72089     7.85497     99.9901     1.68724     95.5283     0.00700562     -2127     -3.06789     -1.68802     7.85497     0     3     0
-4.63083     14.1818     1.67235     -1.85811     129.206     1.71802     7.58586     71.2137     1.68351     95.9841     0.00119878     -2121     -3.97984     -1.45784     7.58586     0     3     0
-6.19905     15.2185     1.65261     -1.87004     129.486     1.72044     8.02418     68.9706     1.63897     87.9028     0.00333718     -2120.32     -3.29692     -1.51748     8.02418     0     3     0
-6.7437     16.0146     1.66142     -1.87004     130.309     1.71692     8.26564     81.9395     1.63897     118.267     0.00197526     -2118.95     -4.55727     -1.21147     8.26564     0     3     0
-6.26285     15.547     1.65269     -1.80416     130.85     1.71623     8.04262     70.4539     1.69553     99.7184     0.00197526     -2121.36     -3.24477     -1.78408     8.04262     0     3     0
-6.76075     15.8048     1.64439     -1.81938     131.717     1.71643     8.03259     71.8208     1.65841     101.149     0.00197526     -2116.57     -3.74692     -1.40566     8.03259     0     3     0
-7.32384     16.378     1.63607     -1.81938     131.946     1.71626     7.48808     52.8927     1.66397     91.8928     0.0049886     -2121.02     -3.4132     -1.52575     7.48808     0     3     0
-8.33771     17.3705     1.66609     -1.82715     131.759     1.71694     8.20431     65.1345     1.6628     102.233     0.00330455     -2113.04     -3.40877     -1.49109     8.20431     0     3     0
-4.81688     15.2545     1.64572     -1.82715     132.197     1.71657     8.45004     72.9025     1.65773     91.8928     0.00261191     -2119.05     -3.91238     -1.38151     8.45004     0     3     0
-5.59158     15.0551     1.67903     -1.82715     130.464     1.72124     7.52465     42.5835     1.67873     98.5088     0.000397722     -2120.59     -3.07328     -1.63905     7.52465     0     3     0
-6.85654     15.9147     1.66381     -1.83097     130.429     1.72219     7.81701     57.5347     1.66498     89.6691     0.00753398     -2116.41     -4.17767     -1.19801     7.81701     0     3     0
-7.92591     15.869     1.67074     -1.82226     131.045     1.71894     7.64356     50.642     1.68601     92.4246     0.0050856     -2118.72     -3.96449     -1.21575     7.64356     0     3     0
-7.92591     14.7718     1.68231     -1.82226     131.191     1.7191     8.24003     52.5021     1.66726     92.7534     0.00355797     -2116.59     -3.87997     -1.3646     8.24003     0     3     0
-5.99407     13.6715     1.6621     -1.77087     131.985     1.7188     8.14091     72.2345     1.6881     88.5559     0.00422866     -2115.82     -4.2226     -1.30359     8.14091     0     3     0
-3.49557     14.4501     1.68107     -1.81238     132.528     1.7188     8.50404     38.8372     1.6726     92.1326     0.00199066     -2130.28     -3.37348     -1.35544     8.50404     0     3     0
-9.33165     13.7086     1.64424     -1.79896     132.355     1.72034     8.09476     42.0001     1.71499     90.1857     0.00327402     -2118.27     -3.73547     -1.45546     8.09476     0     3     0
-8.35493     14.8721     1.64424     -1.83567     132.422     1.71818     8.5123     53.9028     1.63872     92.0507     0.00327402     -2117.85     -3.74238     -1.3381     8.5123     0     3     0
-7.45249     16.8354     1.64556     -1.80038     132.422     1.71503     8.05467     69.0438     1.65831     101.301     0.00207706     -2110.56     -3.68876     -1.43693     8.05467     0     3     0
-5.97408     13.8736     1.64556     -1.79669     131.796     1.71671     7.63467     64.8153     1.65308     96.113     0.0029971     -2117.61     -3.75966     -1.44242     7.63467     0     3     0
-8.92623     14.6162     1.63169     -1.80783     131.796     1.71753     7.91896     65.3686     1.65308     93.5201     0.00256051     -2123.26     -3.71982     -1.4582     7.91896     0     3     0
-7.33623     13.2286     1.68403     -1.77589     130.704     1.71753     8.13321     90.6872     1.66273     101.9     0.00256051     -2115.9     -3.76351     -1.68177     8.13321     0     3     0
-5.77828     14.63     1.68403     -1.75967     130.704     1.72025     8.22297     77.8023     1.68333     100.388     0.00274983     -2111.95     -4.01534     -1.37953     8.22297     0     3     0
-7.77587     16.0706     1.67966     -1.78636     130.101     1.72244     8.7649     98.8195     1.6753     88.1284     0.0029784     -2123.81     -4.70613     -1.03685     8.7649     0     3     0
-8.07428     16.6616     1.61497     -1.79729     131.695     1.7201     8.52055     89.2795     1.6839     93.9413     0.000590833     -2118.66     -3.97941     -1.39682     8.52055     0     3     0
-7.23749     15.0767     1.68485     -1.86959     129.539     1.73132     8.93717     108.652     1.6839     87.1461     0.000339475     -2122.39     -4.4734     -1.04168     8.93717     0     3     0
-8.04316     13.0131     1.68874     -1.84926     129.539     1.72873     8.46443     66.749     1.65873     95.3919     0.00209006     -2119.5     -3.24161     -1.64428     8.46443     0     3     0
-6.87445     14.6258     1.6377     -1.78549     130.823     1.71964     8.3103     88.416     1.67852     93.2203     0.00279861     -2116.33     -3.88648     -1.38067     8.3103     0     3     0
-4.60928     15.1014     1.61974     -1.80157     129.926     1.72003     8.19805     76.7813     1.67852     89.7436     0.00649147     -2120.17     -3.64842     -1.45085     8.19805     0     3     0
-6.13962     16.818     1.64088     -1.83961     130.464     1.7218     8.19805     58.7592     1.65812     91.9449     0.0015681     -2113.24     -3.83897     -1.16572     8.19805     0     3     0
-7.03712     14.2413     1.64414     -1.80804     130.294     1.71946     8.02319     92.6393     1.65812     89.864     0.00536847     -2115.99     -3.89476     -1.37223     8.02319     0     3     0
-6.83598     12.5593     1.63043     -1.71233     131.08     1.7235     8.76908     54.7412     1.66568     81.1241     0.00497367     -2123.35     -3.64836     -1.48931     8.76908     0     3     0
-7.62198     13.9091     1.67851     -1.76155     130.718     1.72126     8.31607     72.8366     1.68307     94.1344     0.00616143     -2118.53     -4.34709     -1.39511     8.31607     0     3     0
-7.34736     14.6084     1.64619     -1.76155     130.718     1.72184     8.48366     118.592     1.69849     101.551     0.00394074     -2119.29     -3.76867     -1.4527     8.48366     0     3     0
-5.86962     12.5539     1.69713     -1.73003     130.381     1.71991     8.13806     64.2751     1.64484     78.8945     0.00741596     -2125.15     -4.28875     -1.33213     8.13806     0     3     0
-7.5851     12.2276     1.65697     -1.85897     130.668     1.72066     8.24826     77.1006     1.66382     91.3854     0.00229117     -2114.04     -4.10536     -1.35416     8.24826     0     3     0
-4.7082     14.4113     1.6544     -1.81312     129.778     1.72455     7.97205     67.3817     1.63614     89.1155     0.00381356     -2120.37     -3.28689     -1.5742     7.97205     0     3     0
-5.82769     13.1052     1.6544     -1.79884     129.602     1.73037     8.74618     69.3894     1.67235     94.7116     0.000849626     -2115.7     -3.98232     -1.36932     8.74618     0     3     0
-6.04134     14.3746     1.6544     -1.81354     129.155     1.73202     8.31352     50.1888     1.67259     101.054     0.00498575     -2121.1     -3.3711     -1.62899     8.31352     0     3     0
-6.32665     14.0338     1.6544     -1.82251     127.962     1.73381     8.0929     63.1382     1.66281     101.055     0.00368948     -2111.51     -4.06384     -1.43544     8.0929     0     3     0
-3.87677     15.8367     1.67049     -1.82961     127.639     1.73209     8.67759     89.363     1.69721     98.84     0.00200278     -2116.7     -4.04255     -1.2768     8.67759     0     3     0
-7.08908     14.8449     1.67049     -1.82961     127.901     1.73161     8.62365     71.6632     1.66894     91.0022     0.00159802     -2115.49     -3.93152     -1.24924     8.62365     0     3     0
-4.6631     16.2718     1.65821     -1.68478     128.969     1.72633     7.85251     67.2178     1.6823     96.2797     0.00872571     -2120.99     -4.28382     -1.22339     7.85251     0     3     0
-5.40735     15.7269     1.64669     -1.87461     129.596     1.72141     8.15341     58.1726     1.66962     87.9115     0.00615666     -2115.95     -3.80159     -1.51082     8.15341     0     3     0
-7.22301     16.1536     1.65286     -1.87461     129.456     1.71812     8.14505     78.5869     1.67864     95.8159     0.00204814     -2114.83     -3.75952     -1.37972     8.14505     0     3     0
-5.31412     15.6758     1.65757     -1.76237     129.966     1.71895     7.94689     89.6567     1.6663     90.479     0.00266182     -2117.2     -3.80647     -1.40034     7.94689     0     3     0
-8.02593     15.4534     1.65267     -1.79806     130.645     1.71833     8.01369     75.3459     1.66478     86.642     0.00409223     -2115.51     -3.07427     -1.64569     8.01369     0     3     0
-8.87701     15.4534     1.65267     -1.81498     130.419     1.71833     8.21542     76.0408     1.66429     94.2868     0.00115716     -2109.74     -4.35998     -1.17081     8.21542     0     3     0
-9.81572     14.0571     1.64094     -1.79045     130.157     1.72209     7.94868     71.28     1.65421     97.7797     0.00213291     -2115.75     -4.18986     -1.33131     7.94868     0     3     0
-6.33339     14.3096     1.66397     -1.81661     128.482     1.72936     7.52364     44.3294     1.67508     107.007     0.00213169     -2120.36     -2.88939     -1.65833     7.52364     0     3     0
-9.50736     12.3832     1.65777     -1.79166     129.013     1.72886     8.12109     34.3154     1.68392     86.7604     0.00322403     -2116.52     -3.33215     -1.62862     8.12109     0     3     0
-9.20803     12.3832     1.65777     -1.88024     129.502     1.72392     8.04093     52.2365     1.68392     95.4744     0.000544015     -2117.13     -4.27615     -1.31538     8.04093     0     3     0
-6.29854     14.4973     1.64417     -1.85443     130.274     1.72396     7.99278     37.6804     1.70259     101.633     0.0012615     -2121.32     -3.48742     -1.53574     7.99278     0     3     0
-6.10831     14.4973     1.69543     -1.87777     129.329     1.72175     7.91152     60.338     1.6507     98.9685     0.00271486     -2115.61     -3.78655     -1.4427     7.91152     0     3     0
-7.09755     18.0723     1.64805     -1.89885     128.916     1.72097     8.64926     54.1558     1.66772     107.181     0.00411737     -2117.27     -3.69547     -1.45552     8.64926     0     3     0
-8.25266     15.0781     1.68113     -1.93222     128.783     1.71658     8.06661     89.1567     1.66772     92.425     0.00534937     -2118.27     -3.45605     -1.55087     8.06661     0     3     0
-4.87819     15.9306     1.65148     -1.92156     129.033     1.71794     7.83493     84.4031     1.64576     90.0726     0.00517488     -2120.7     -4.4912     -1.14463     7.83493     0     3     0
-6.69501     18.7045     1.66444     -1.89844     128.336     1.72211     8.47665     61.6643     1.66599     105.869     0.000340561     -2116.65     -3.69978     -1.34055     8.47665     0     3     0
-5.36229     13.9012     1.66444     -1.71616     127.738     1.72182     8.0355     126.335     1.63201     106.453     0.000949681     -2120.43     -3.56439     -1.54602     8.0355     0     3     0
-8.02942     12.6133     1.6552     -1.84887     128.491     1.72171     7.99347     69.119     1.68902     92.1377     0.00274853     -2122.09     -3.88756     -1.461     7.99347     0     3     0
-7.65652     13.3334     1.69714     -1.83236     128.551     1.72171     8.4276     103.194     1.64189     108.368     0.000944286     -2119.83     -3.44417     -1.59651     8.4276     0     3     0
-4.82652     11.9209     1.64631     -1.74083     128.498     1.72417     8.03398     103.194     1.64189     95.0664     0.00186319     -2123     -3.94046     -1.40478     8.03398     0     3     0
-7.29471     12.8148     1.65352     -1.86747     127.091     1.72417     8.36848     107.853     1.68994     98.7167     0.00105691     -2111.43     -4.14121     -1.38932     8.36848     0     3     0
-4.5339     11.8705     1.65087     -1.73879     127.092     1.72358     7.47766     70.1367     1.64087     103.69     0.00105691     -2127.19     -3.531     -1.81724     7.47766     0     3     0
-3.41988     12.7892     1.65722     -1.8205     127.249     1.72434     8.1323     100.857     1.67655     109.438     0.00133884     -2118.55     -3.19861     -1.82283     8.1323     0     3     0
-7.76648     14.9581     1.68215     -1.75872     127.55     1.72047     8.04032     87.3392     1.67655     105.674     0.000473828     -2118.47     -3.7968     -1.45539     8.04032     0     3     0
-9.63219     14.4317     1.68539     -1.9638     128.833     1.72047     8.06333     53.6304     1.67131     101.531     0.00386839     -2124.05     -3.72135     -1.50567     8.06333     0     3     0
-6.58626     15.6118     1.65019     -1.90086     127.911     1.72393     8.49555     109.131     1.65842     88.4388     0.00386839     -2118.21     -3.25592     -1.55553     8.49555     0     3     0
-6.07034     15.8225     1.6459     -1.90086     127.265     1.73293     8.60722     70.6528     1.65842     101.065     0.00204132     -2116.64     -4.18422     -1.17449     8.60722     0     3     0
-7.72879     16.5828     1.67167     -1.93408     125.22     1.73326     8.22695     88.4445     1.67807     89.06     0.0039152     -2125.09     -3.78633     -1.4646     8.22695     0     3     0
-7.04953     16.7413     1.67273     -1.88685     125.148     1.73521     8.83241     85.9421     1.67807     86.0708     0.00441953     -2113.16     -4.10652     -1.23225     8.83241     0     3     0
-7.04953     17.7288     1.67648     -1.86033     126.085     1.73355     8.37115     85.9421     1.66614     85.7164     0.00569703     -2118.38     -3.77002     -1.39741     8.37115     0     3     0
-7.80449     19.5478     1.62712     -1.82091     126.085     1.73381     8.79121     90.2227     1.66562     93.36     0.00133792     -2113.73     -4.16581     -1.0432     8.79121     0     3     0
-8.17449     18.9377     1.62712     -1.79425     126.128     1.7354     8.52521     100.976     1.67207     90.9988     0.00108824     -2114.83     -3.87658     -1.18971     8.52521     0     3     0
-8.10854     13.2846     1.63269     -1.75553     127.135     1.7335     8.27772     67.5591     1.63863     96.1305     0.00345149     -2115.49     -3.5819     -1.50841     8.27772     0     3     0
-4.96243     13.0378     1.65587     -1.84488     128.094     1.73051     8.32632     31.2853     1.66796     106.592     0.00119612     -2121.47     -3.63706     -1.58746     8.32632     0     3     0
-4.5505     16.3441     1.66783     -1.88599     128.062     1.7279     8.52702     74.5671     1.66262     109.8     0.00192274     -2121.79     -3.98819     -1.20567     8.52702     0     3     0
-7.17251     13.8375     1.68059     -1.8939     127.472     1.7279     8.80585     63.02     1.6499     89.7237     0.000958148     -2116     -3.80137     -1.28241     8.80585     0     3     0
-8.23461     14.9326     1.63145     -1.86733     127.46     1.73011     8.78388     123.266     1.68719     82.1772     0.00667217     -2128.83     -3.80137     -1.26988     8.78388     0     3     0
-4.77018     12.9756     1.66864     -1.76104     128.373     1.73342     7.77409     51.339     1.66483     91.9974     0.00667217     -2122.32     -3.11341     -1.78433     7.77409     0     3     0
-8.87366     11.0521     1.66864     -1.76104     128.716     1.72777     8.32584     68.1575     1.68073     81.9859     0.00572887     -2116.82     -3.86583     -1.53044     8.32584     0     3     0
-6.22707     12.4318     1.67117     -1.7795     129.015     1.72619     8.22762     126.606     1.64193     95.6572     0.00695049     -2119.19     -3.84147     -1.57225     8.22762     0     3     0
-7.27174     14.6127     1.67117     -1.75532     128.545     1.72635     8.33693     55.9211     1.63887     103.176     0.000225707     -2116.85     -4.18315     -1.33524     8.33693     0     3     0
-10.2564     12.5094     1.67694     -1.90189     129.61     1.72157     8.26869     58.3471     1.66651     99.5532     0.00257426     -2118.21     -3.73262     -1.54923     8.26869     0     3     0
-8.13532     9.90169     1.64105     -1.90189     130.642     1.71916     8.35983     50.8898     1.6597     90.9983     0.000866302     -2118.43     -3.75763     -1.57386     8.35983     0     3     0
-7.32446     11.6154     1.67386     -1.78276     130.811     1.72409     8.66565     74.6638     1.68292     84.9942     0.00318313     -2113.8     -3.83415     -1.50542     8.66565     0     3     0
-5.29096     14.631     1.64243     -1.75345     130.089     1.72457     7.96671     61.0329     1.69081     98.9744     0.000969308     -2115.02     -3.45279     -1.45044     7.96671     0     3     0
-7.5967     12.9257     1.66342     -1.85155     130.113     1.72687     8.03693     65.5485     1.69081     94.3671     0.000969308     -2117.63     -3.69217     -1.45808     8.03693     0     3     0
-6.93752     16.9152     1.66342     -1.80376     128.167     1.72908     8.41567     40.8007     1.66768     109.021     0.000969308     -2115.71     -3.73308     -1.38232     8.41567     0     3     0
-4.29471     17.0038     1.66342     -1.91101     127.231     1.72735     8.36633     68.5591     1.66768     105.058     0.000969308     -2122.97     -4.36611     -1.11187     8.36633     0     3     0
-7.8087     14.303     1.64443     -1.79674     127.425     1.72649     8.02932     68.5591     1.67553     113.423     0.00040135     -2115.11     -3.73279     -1.46262     8.02932     0     3     0
-7.08815     16.1525     1.67893     -1.7876     127.839     1.72649     8.63633     128.775     1.67315     89.5065     0.00179282     -2120.38     -4.31384     -1.04955     8.63633     0     3     0
-4.09028     14.0234     1.66011     -1.85407     127.679     1.72218     7.90758     81.1222     1.68968     108.503     0.00104449     -2118.69     -3.96945     -1.32232     7.90758     0     3     0
-7.81073     17.3815     1.66011     -1.81958     126.83     1.72753     8.32929     101.005     1.67082     95.0282     0.00438121     -2114.62     -3.5044     -1.51057     8.32929     0     3     0
-5.70967     12.2761     1.67387     -1.92509     127.207     1.72132     8.31675     63.1114     1.67764     91.8186     0.00332052     -2125.47     -3.90232     -1.45734     8.31675     0     3     0
-4.93141     11.6193     1.69434     -1.92509     127.107     1.72497     8.19332     71.3147     1.63889     108.159     0.00398173     -2122.29     -4.01169     -1.5078     8.19332     0     3     0
-3.74481     9.80778     1.67792     -1.9055     125.932     1.73066     8.46424     96.9443     1.70001     103.512     0.0033441     -2123.45     -3.80725     -1.74445     8.46424     0     3     0
-7.57798     12.104     1.67792     -1.93875     125.932     1.73407     8.56981     80.9497     1.66108     99.3495     0.00432755     -2120.75     -4.14518     -1.33331     8.56981     0     3     0
-5.3794     12.1516     1.66596     -1.92636     127.187     1.73407     8.37446     63.8555     1.66502     100.543     0.00342047     -2115.7     -3.2423     -1.67245     8.37446     0     3     0
-8.56233     11.8645     1.6612     -1.86806     126.523     1.73254     7.99295     81.1669     1.63806     95.2517     0.00125288     -2113.38     -3.47811     -1.72769     7.99295     0     3     0
-7.45654     10.4183     1.66485     -1.89164     124.811     1.73155     8.26264     91.8148     1.64243     95.8868     0.00265307     -2115.9     -3.82573     -1.55247     8.26264     0     3     0
-7.46281     10.2454     1.6478     -1.77439     126.345     1.73032     7.88982     65.0161     1.66808     87.393     0.00689818     -2129.51     -3.60585     -1.6443     7.88982     0     3     0
-6.60081     11.2571     1.65652     -1.76718     126.66     1.73066     8.35199     90.2481     1.66547     99.5261     0.00159703     -2118.55     -3.57293     -1.5032     8.35199     0     3     0
-8.5273     11.9884     1.65883     -1.93307     126.132     1.72792     8.39122     101.007     1.66668     98.3895     0.00147557     -2118.26     -3.49394     -1.61076     8.39122     0     3     0
-5.43626     12.5846     1.65883     -1.75827     127.073     1.72774     8.07219     119.54     1.66668     104.496     0.00147557     -2120.8     -3.58872     -1.79018     8.07219     0     3     0
